code,name,final_value,total_return_pct,sharpe_ratio,max_drawdown_pct,annual_return_pct,total_trades,win_count,lose_count,win_rate_pct,buy_signals,sell_signals,avg_hold_days,best_trade_pct,worst_trade_pct,stage_3_reached,avg_stage,signal_distribution,data_start,data_end,data_bars,error,signals,trade_log
sh.603019,2014-11-06,978535.73,-2.15,-3.805,6.04,-2.17,1,0,1,0.0,3,1,15.0,-2.15,-2.15,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=41.99)': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 39.2031, 'stage': 1, 'stage_name': '试仓(2400股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 40.6238, 'stage': 2, 'stage_name': '确认(加6300股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 40.6238, 'stage': 3, 'stage_name': '满仓(加10600股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=41.99)', 'price': 38.7622, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-14', 'entry_price': 40.38250569948186, 'exit_stage': 3, 'pnl': -21464.27, 'return_pct': -2.15, 'hold_days': 10}]"
sh.601211,2015-06-26,971063.97,-2.89,-2.972,6.52,-2.94,1,0,1,0.0,3,1,51.0,-2.89,-2.89,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=14.07)': 1}",2023-01-03,2026-08-13,856,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '均线多头排列', 'price': 13.0183, 'stage': 1, 'stage_name': '试仓(7200股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 13.348, 'stage': 2, 'stage_name': '确认(加19300股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '趋势满仓', 'price': 13.348, 'stage': 3, 'stage_name': '满仓(加32200股)'}, {'date': '2023-05-24', 'type': 'sell', 'signal': '移动止损(最高=14.07)', 'price': 12.9471, 'stage': 3}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-05-25', 'entry_price': 13.39582265758092, 'exit_stage': 3, 'pnl': -28936.03, 'return_pct': -2.89, 'hold_days': 33}]"
sh.600600,1993-08-27,970382.5,-2.96,-2.917,6.45,-3.01,1,0,1,0.0,3,1,23.0,-2.96,-2.96,1,3.0,"{'红杏出墙': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=110.12)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 99.8082, 'stage': 1, 'stage_name': '试仓(900股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 106.814, 'stage': 2, 'stage_name': '确认(加2400股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 106.814, 'stage': 3, 'stage_name': '满仓(加4000股)'}, {'date': '2023-04-20', 'type': 'sell', 'signal': '移动止损(最高=110.12)', 'price': 100.995, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-21', 'entry_price': 105.50044109589041, 'exit_stage': 3, 'pnl': -29617.5, 'return_pct': -2.96, 'hold_days': 16}]"
sh.600029,2003-07-25,968479.32,-3.15,-2.775,4.06,-3.2,1,0,1,0.0,3,1,24.0,-3.15,-3.15,1,3.0,"{'放量突破MA55': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '放量突破MA55', 'price': 7.9, 'stage': 1, 'stage_name': '试仓(12000股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 8.18, 'stage': 2, 'stage_name': '确认(加31500股)'}, {'date': '2023-04-11', 'type': 'buy', 'signal': '趋势满仓', 'price': 8.04, 'stage': 3, 'stage_name': '满仓(加38200股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '一阴破三线', 'price': 7.66, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-24', 'entry_price': 8.09, 'exit_stage': 3, 'pnl': -31520.68, 'return_pct': -3.15, 'hold_days': 15}]"
sz.000568,1994-05-09,967232.87,-3.28,-2.692,3.87,-3.33,1,0,1,0.0,3,1,14.0,-3.28,-3.28,1,3.0,"{'红杏出墙': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=229.31)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 220.0263, 'stage': 1, 'stage_name': '试仓(400股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 225.387, 'stage': 2, 'stage_name': '确认(加1100股)'}, {'date': '2023-04-06', 'type': 'buy', 'signal': '趋势满仓', 'price': 221.1851, 'stage': 3, 'stage_name': '满仓(加1400股)'}, {'date': '2023-04-11', 'type': 'sell', 'signal': '移动止损(最高=229.31)', 'price': 211.4103, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-12', 'entry_price': 222.2845068965517, 'exit_stage': 3, 'pnl': -32767.13, 'return_pct': -3.28, 'hold_days': 9}]"
sz.000338,2007-04-30,966072.96,-3.39,-2.619,4.11,-3.45,1,0,1,0.0,3,1,16.0,-3.39,-3.39,1,3.0,"{'红杏出墙': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=11.11)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 10.6774, 'stage': 1, 'stage_name': '试仓(8800股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 11.0272, 'stage': 2, 'stage_name': '确认(加23400股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '趋势满仓', 'price': 10.8523, 'stage': 3, 'stage_name': '满仓(加28300股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=11.11)', 'price': 10.3188, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-14', 'entry_price': 10.910795371900827, 'exit_stage': 3, 'pnl': -33927.04, 'return_pct': -3.39, 'hold_days': 11}]"
sz.002837,2016-12-29,961266.27,-3.87,-2.366,12.81,-3.95,1,0,1,0.0,3,1,21.0,-3.87,-3.87,1,3.0,"{'放量突破MA55': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=15.55)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-06', 'type': 'buy', 'signal': '放量突破MA55', 'price': 11.9603, 'stage': 1, 'stage_name': '试仓(7900股)'}, {'date': '2023-04-11', 'type': 'buy', 'signal': '确认加仓', 'price': 12.4923, 'stage': 2, 'stage_name': '确认(加20600股)'}, {'date': '2023-04-21', 'type': 'buy', 'signal': '趋势满仓', 'price': 14.7299, 'stage': 3, 'stage_name': '满仓(加20800股)'}, {'date': '2023-04-27', 'type': 'sell', 'signal': '移动止损(最高=15.55)', 'price': 13.992, 'stage': 3}]","[{'entry_date': '2023-04-07', 'exit_date': '2023-04-28', 'entry_price': 13.454225152129819, 'exit_stage': 3, 'pnl': -38733.73, 'return_pct': -3.87, 'hold_days': 15}]"
sz.000977,2000-06-08,957208.6,-4.28,-2.196,8.16,-4.37,1,0,1,0.0,3,1,7.0,-4.28,-4.28,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=43.45)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-06', 'type': 'buy', 'signal': '均线多头排列', 'price': 38.4056, 'stage': 1, 'stage_name': '试仓(2400股)'}, {'date': '2023-04-11', 'type': 'buy', 'signal': '确认加仓', 'price': 41.0994, 'stage': 2, 'stage_name': '确认(加6200股)'}, {'date': '2023-04-11', 'type': 'buy', 'signal': '趋势满仓', 'price': 41.0994, 'stage': 3, 'stage_name': '满仓(加10400股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=43.45)', 'price': 39.1583, 'stage': 3}]","[{'entry_date': '2023-04-07', 'exit_date': '2023-04-14', 'entry_price': 41.18168736842105, 'exit_stage': 3, 'pnl': -42791.4, 'return_pct': -4.28, 'hold_days': 5}]"
sh.688008,2019-07-22,956677.22,-4.33,-2.177,5.85,-4.43,1,0,1,0.0,3,1,16.0,-4.33,-4.33,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=74.94)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '均线多头排列', 'price': 68.1831, 'stage': 1, 'stage_name': '试仓(1300股)'}, {'date': '2023-04-06', 'type': 'buy', 'signal': '确认加仓', 'price': 73.7833, 'stage': 2, 'stage_name': '确认(加3400股)'}, {'date': '2023-04-06', 'type': 'buy', 'signal': '趋势满仓', 'price': 73.7833, 'stage': 3, 'stage_name': '满仓(加5800股)'}, {'date': '2023-04-18', 'type': 'sell', 'signal': '移动止损(最高=74.94)', 'price': 69.3208, 'stage': 3}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-19', 'entry_price': 74.02850380952381, 'exit_stage': 3, 'pnl': -43322.78, 'return_pct': -4.33, 'hold_days': 11}]"
sh.603296,2023-08-08,956183.7,-4.38,-2.159,5.84,-4.48,1,0,1,0.0,3,1,22.0,-4.38,-4.38,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=40.85)': 1}",2023-08-08,2026-08-13,731,,"[{'date': '2023-10-31', 'type': 'buy', 'signal': '均线多头排列', 'price': 40.264, 'stage': 1, 'stage_name': '试仓(2300股)'}, {'date': '2023-11-03', 'type': 'buy', 'signal': '确认加仓', 'price': 39.714, 'stage': 2, 'stage_name': '确认(加6500股)'}, {'date': '2023-11-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 39.714, 'stage': 3, 'stage_name': '满仓(加10800股)'}, {'date': '2023-11-22', 'type': 'sell', 'signal': '移动止损(最高=40.85)', 'price': 37.8871, 'stage': 3}]","[{'entry_date': '2023-11-01', 'exit_date': '2023-11-23', 'entry_price': 40.020242857142854, 'exit_stage': 3, 'pnl': -43816.3, 'return_pct': -4.38, 'hold_days': 16}]"
sz.000725,2001-01-12,941355.96,-5.86,-1.759,6.08,-6.04,1,0,1,0.0,3,1,25.0,-5.86,-5.86,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=4.31)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 4.1998, 'stage': 1, 'stage_name': '试仓(22600股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 4.3051, 'stage': 2, 'stage_name': '确认(加59900股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 4.3051, 'stage': 3, 'stage_name': '满仓(加99800股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '移动止损(最高=4.31)', 'price': 3.9798, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-24', 'entry_price': 4.283635929786067, 'exit_stage': 3, 'pnl': -58644.04, 'return_pct': -5.86, 'hold_days': 16}]"
sh.600183,1998-10-28,923252.18,-7.67,-1.48,8.39,-7.99,1,0,1,0.0,3,1,20.0,-7.67,-7.67,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=18.16)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '均线多头排列', 'price': 17.4044, 'stage': 1, 'stage_name': '试仓(5400股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 17.9815, 'stage': 2, 'stage_name': '确认(加14300股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '趋势满仓', 'price': 17.9815, 'stage': 3, 'stage_name': '满仓(加23900股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '移动止损(最高=18.16)', 'price': 16.3235, 'stage': 3}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-24', 'entry_price': 17.903190825688075, 'exit_stage': 3, 'pnl': -76747.82, 'return_pct': -7.67, 'hold_days': 13}]"
sz.002241,2008-05-22,900325.82,-9.97,-1.272,14.32,-10.5,1,0,1,0.0,3,1,15.0,-9.97,-9.97,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=23.36)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '均线多头排列', 'price': 21.027, 'stage': 1, 'stage_name': '试仓(4500股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 22.1834, 'stage': 2, 'stage_name': '确认(加11600股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '趋势满仓', 'price': 22.1834, 'stage': 3, 'stage_name': '满仓(加19300股)'}, {'date': '2023-04-18', 'type': 'sell', 'signal': '移动止损(最高=23.36)', 'price': 19.5623, 'stage': 3}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-19', 'entry_price': 21.903222881355934, 'exit_stage': 3, 'pnl': -99674.18, 'return_pct': -9.97, 'hold_days': 10}]"
